source_name,headline,article_url,publication_date,discovery_source,collection_timestamp,audit_status,reason,qa_status,date_status
Libya 24,جهود الحكومة الليبية وصندوق التنمية.. بثبات نحو إعادة إعمار المدن وتأسيس بنية تحتية متينة لمستقبل أكثر استقرارًا - ليبيا 24,https://libya24.tv/2025/12/11/19192/,2025-12-10,https://libya24.tv/category/news/,2026-06-10T15:36:11Z,not_in_final_report,date_conflict,needs_review,date_conflict
Libya 24,خبراء أوروبيون: لا يوجد تفسيرًا علميًا لحرائق الأصابعة وسنقدم تقريرًا مفصلًا للجهات المختصة الأيام المقبلة - ليبيا 24,https://libya24.tv/2025/04/14/2020/,2025-04-13,https://libya24.tv/category/news/,2026-06-10T15:36:11Z,not_in_final_report,date_conflict,needs_review,date_conflict
RNA Reportage,وزير الدفاع الإيطالي: ليبيا لا تزال أولوية استراتيجية لروما وللناتو,https://reportage.ly/وزير-الدفاع-الإيطالي-ليبيا-لا-تزال-أول/,,https://reportage.ly/?s=%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,2026-06-10T15:36:26Z,not_in_final_report,missing_date,needs_review,missing_date
RNA Reportage,تيتيه تقدم لـ”الاتحاد الأفريقي” إحاطة حول ليبيا,https://reportage.ly/تيتيه-تقدم-لـالاتحاد-الأفريقي-إحاطة/,,https://reportage.ly/?s=%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,2026-06-10T15:36:26Z,not_in_final_report,missing_date,needs_review,missing_date
RNA Reportage,بولس يبحث مع “الخارجية المصرية” تطورات الأوضاع في ليبيا,https://reportage.ly/بولس-يبحث-مع-الخارجية-المصرية-تطورات/,,https://reportage.ly/?s=%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,2026-06-10T15:36:26Z,not_in_final_report,missing_date,needs_review,missing_date
RNA Reportage,“المحاسبة”: ليبيا تعتمد على الاستيراد لتوفير 76% من احتياجاتها من الوقود,https://reportage.ly/المحاسبة-ليبيا-تعتمد-على-الاستيراد-ل/,,https://reportage.ly/?s=%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,2026-06-10T15:36:26Z,not_in_final_report,missing_date,needs_review,missing_date
RNA Reportage,تيتيه: المرحلة المقبلة من العملية السياسية في ليبيا ستظل قائمة على جهود يقودها الليبيون,https://reportage.ly/تيتيه-المرحلة-المقبلة-من-العملية-السي/,,https://reportage.ly/?s=%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,2026-06-10T15:36:26Z,not_in_final_report,missing_date,needs_review,missing_date
RNA Reportage,سفارة السودان بطرابلس: رعايانا ليست لديهم أي رغبة بإعادة توطينهم في ليبيا,https://reportage.ly/سفارة-السودان-بطرابلس-رعايانا-ليست-لد/,,https://reportage.ly/?s=%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,2026-06-10T15:36:26Z,not_in_final_report,missing_date,needs_review,missing_date
RNA Reportage,الأمم المتحدة: نشعر بقلق بالغ إزاء الاحتجاجات العنيفة التي اندلعت أمام المفوضية والبعثة الأممية في ليبيا,https://reportage.ly/الأمم-المتحدة-نشعر-بقلق-بالغ-إزاء-الاح/,,https://reportage.ly/?s=%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,2026-06-10T15:36:26Z,not_in_final_report,missing_date,needs_review,missing_date
RNA Reportage,تيتيه تبحث مع دبلوماسيين آخر التطورات في ليبيا ومستجدات تنفيذ خارطة الطريق,https://reportage.ly/تيتيه-تبحث-مع-دبلوماسيين-آخر-التطورات/,,https://reportage.ly/?s=%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,2026-06-10T15:36:26Z,not_in_final_report,missing_date,needs_review,missing_date
RNA Reportage,خبير أرصاد جوية يرصد ظاهرة مناخية استثنائية غير مسبوقة في ليبيا,https://reportage.ly/خبير-أرصاد-جوية-يرصد-ظاهرة-مناخية-استث/,,https://reportage.ly/?s=%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,2026-06-10T15:36:26Z,not_in_final_report,missing_date,needs_review,missing_date
Libya 24,الحوار المهيكل في ليبيا.. هل يعيد إنتاج الحل أم يفتح مساراً جديداً للأزمة؟,https://libya24.tv/2026/06/10/30943/,2026-06-10,https://libya24.tv/,2026-06-10T15:36:11Z,not_in_final_report,missing_article_body,needs_review,in_range
Libya 24,وزير داخلية الحكومة الليبية يتابع إجراءات تنظيم إقامة الوافدين والأجانب داخل البلاد,https://libya24.tv/2026/06/10/30940/,2026-06-10,https://libya24.tv/,2026-06-10T15:36:11Z,not_in_final_report,missing_article_body,needs_review,in_range
Libya 24,طرابلس تستضيف جولة جديدة لبحث الحدود البحرية مع اليونان,https://libya24.tv/2026/06/10/30936/,2026-06-10,https://libya24.tv/,2026-06-10T15:36:11Z,not_in_final_report,missing_article_body,needs_review,in_range
Libya 24,إقليم الوسطى ومؤامرة التوطين: وجهان لاستراتيجية يائسة تهدد وحدة ليبيا وتستهدف قواتها المسلحة,https://libya24.tv/2026/06/10/30927/,2026-06-10,https://libya24.tv/,2026-06-10T15:36:11Z,not_in_final_report,missing_article_body,needs_review,in_range
Libya 24,رؤية اقتصادية من العمق: غيث يشخص تشابك القوانين وينذر بهدر مليارات الدعم,https://libya24.tv/2026/06/10/30923/,2026-06-10,https://libya24.tv/,2026-06-10T15:36:11Z,not_in_final_report,missing_article_body,needs_review,in_range
RNA Reportage,حماد يصدر قرارا بتشكيل اللجنة العليا لمتابعة أوضاع الوافدين والمهاجرين غير القانونيين – وكالة ريبورتاج الإخبارية,https://reportage.ly/حماد-يصدر-قرارا-بتشكيل-اللجنة-العليا-ل/,2026-06-10,https://reportage.ly/,2026-06-10T15:36:26Z,not_in_final_report,missing_article_body,needs_review,in_range
RNA Reportage,انطلاق جلسة اجتماع مجلس الوزراء العادي الثالث – وكالة ريبورتاج الإخبارية,https://reportage.ly/انطلاق-جلسة-اجتماع-مجلس-الوزراء-العاد/,2026-06-10,https://reportage.ly/,2026-06-10T15:36:26Z,not_in_final_report,missing_article_body,needs_review,in_range
RNA Reportage,انطلاق امتحانات شهادة التعليم الأساسي في ليبيا – وكالة ريبورتاج الإخبارية,https://reportage.ly/انطلاق-امتحانات-شهادة-التعليم-الأساس/,2026-06-10,https://reportage.ly/,2026-06-10T15:36:26Z,not_in_final_report,missing_article_body,needs_review,in_range
RNA Reportage,إعادة الوحدة البخارية الثالثة بمحطة كهرباء الزاوية إلى الخدمة – وكالة ريبورتاج الإخبارية,https://reportage.ly/إعادة-الوحدة-البخارية-الثالثة-بمحطة-ك/,2026-06-10,https://reportage.ly/,2026-06-10T15:36:26Z,not_in_final_report,missing_article_body,needs_review,in_range
RNA Reportage,البريقة تعلن استقرار الوضع التشغيلي في مختلف مناطق عملها,https://reportage.ly/البريقة-تعلن-استقرار-الوضع-التشغيلي-ف/,2026-06-09,https://reportage.ly/,2026-06-10T15:36:26Z,not_in_final_report,missing_article_body,needs_review,in_range
RNA Reportage,قادربوه والصور يبحثان ملف المحروقات وآليات تمويل القطاع النفطي وسبل تعزيز الشفافية,https://reportage.ly/قادربوه-والصور-يبحثان-ملف-المحروقات-و/,2026-06-09,https://reportage.ly/,2026-06-10T15:36:26Z,not_in_final_report,missing_article_body,needs_review,in_range
